title	Problem:	Implication:	Workaround:	Status:
  Single Step Interrupts with Floating Point Exception Pending May Be Mishandled  	  In certain circumstances, when a floating point exception (#MF) is pending during single-step execution, processing of the single-step debug exception (#DB) may be mishandled.  	  When this erratum occurs, #DB will be incorrectly handled as follows: •#DB is signaled before the pending higher priority #MF (Interrupt 16). •#DB is generated twice on the same instruction.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes.   27 
  Storage of PEBS Record Delayed Following Execution of MOV SS or STI  	  When a performance monitoring counter is configured for PEBS (Precise Event Based Sampling), overflow of the counter results in storage of a PEBS record in the PEBS buffer. The information in the PEBS record represents the state of the next instruction to be executed following the counter overflow. Due to this erratum, if the counter overflow occurs after execution of either MOV SS or STI, storage of the PEBS record is delayed by one instruction.  	  When this erratum occurs, software may observe storage of the PEBS record being delayed by one instruction following execution of MOV SS or STI. The state information in the PEBS record will also reflect the one instruction delay.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  The Processor May Report a #TS Instead of a #GP Fault  	  A jump to a busy TSS (Task-State Segment) may cause a #TS (invalid TSS exception) instead of a #GP fault (general protection exception).  	  Operation systems that access a busy TSS may get invalid TSS fault instead of a #GP fault. Intel has not observed this erratum with any commercially available software.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  VM Exits Due to “NMI-Window Exiting” May Be Delayed by One Instruction  	  If VM entry is executed with the “NMI-window exiting” VM-execution control set to 1, a VM exit with exit reason “NMI window” should occur before execution of any instruction if there is no virtual-NMI blocking, no blocking of events by MOV SS, and no blocking of events by STI. If VM entry is made with no virtual-NMI blocking but with blocking of events by either MOV SS or STI, such a VM exit should occur after execution of one instruction in VMX non-root operation. Due to this erratum, the VM exit may be delayed by one additional instruction.  	  VMM software using “NMI-window exiting” for NMI virtualization should generally be unaffected, as the erratum causes at most a one-instruction delay in the injection of a virtual NMI, which is virtually asynchronous. The erratum may affect VMMs relying on deterministic delivery of the affected VM exits.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Pending x87 FPU Exceptions (#MF) May be Signaled Earlier Than Expected  	  x87 instructions that trigger #MF normally service interrupts before the #MF. Due to this erratum, if an instruction that triggers #MF is executed while Enhanced Intel SpeedStep® Technology transitions, Intel® Turbo Boost Technology transitions, or Thermal Monitor events occur, the pending #MF may be signaled before pending interrupts are serviced.  	  Software may observe #MF being signaled before pending interrupts are serviced.  	 None identified. 	  28  For the steppings affected, see the Summary Tables of Changes.  
  Values for LBR/BTS/BTM Will be Incorrect after an Exit from SMM  	  After a return from SMM (System Management Mode), the CPU will incorrectly update the LBR (Last Branch Record) and the BTS (Branch Trace Store), hence rendering their data invalid. The corresponding data if sent out as a BTM on the system bus will also be incorrect. Note: This issue would only occur when one of the 3 above mentioned debug support facilities are used.  	  The value of the LBR, BTS, and BTM immediately after an RSM operation should not be used.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Unsupported PCIe* Upstream Access May Complete with an Incorrect Byte Count  	  PCIe* Upstream IO and Configuration accesses are not supported. If an IO or Configuration request is received upstream, the integrated PCIe controller will treat it as an unsupported request, the request will be dropped, and a completion will be sent with the UR (Unsupported Request) completion status. This completion, according to the PCIe specification, should indicate a byte count of 4. Due to this erratum, the byte count is set to the same byte count as the offending request.  	  The processor response to an unsupported PCIe access may not fully comply to the PCIe specification.  	 PCIe agents should not issue unsupported accesses. 	  For the steppings affected, see the Summary Tables of Changes. 
  Malformed PCIe* Transactions May be Treated as Unsupported Requests Instead of as Critical Errors  	  PCIe MSG/MSG_D TLPs (Transaction Layer Packets) with incorrect Routing Code as well as the deprecated TCfgRD and TCfgWr types should be treated as malformed transactions leading to a critical error. Due to this erratum, the integrated PCIe controller's root ports may treat such messages as UR (Unsupported Requests).  	  Legacy malformed PCIe transactions may be treated as UR instead of as critical errors.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes.   29 
  PCIe* Root Port May Not Initiate Link Speed Change  	  PCIe specification rev 2.0 requires the upstream component to maintain the PCIe link at the target link speed or the highest speed supported by both components on the link, whichever is lower. PCIe root port will not initiate the link speed change without being triggered by the software. System BIOS will trigger the link speed change under normal boot scenarios. However, BIOS is not involved in some scenarios such as link disable/re-enable or secondary bus reset and therefore the speed change may not occur unless initiated by the downstream component. This erratum does not affect the ability of the downstream component to initiate a link speed change. All known 5.0Gb/ s-capable PCIe downstream components have been observed to initiate the link speed change without relying on the root port to do so.  	  Due to this erratum, the PCIe root port may not initiate a link speed change during some hardware scenarios causing the PCIe link to operate at a lower than expected speed. Intel has not observed this erratum with any commercially available platform.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Incorrect Address Computed For Last Byte of FXSAVE/FXRSTOR or XSAVE/XRSTOR Image Leads to Partial Memory Update  	  A partial memory state save of the FXSAVE or XSAVE image or a partial memory state restore of the FXRSTOR or XRSTOR image may occur if a memory address exceeds the 64KB limit while the processor is operating in 16-bit mode or if a memory address exceeds the 4GB limit while the processor is operating in 32-bit mode.  	  FXSAVE/FXRSTOR or XSAVE/XRSTOR will incur a #GP fault due to the memory limit violation as expected but the memory state may be only partially saved or restored.  	 Software should avoid memory accesses that wrap around the respective 16-bit and 32-bit mode memory limits. 	  For the steppings affected, see the Summary Tables of Changes. 
  Performance Monitor SSE Retired Instructions May Return Incorrect Values  	  Performance Monitoring counter SIMD_INST_RETIRED (Event: C7H) is used to track retired SSE instructions. Due to this erratum, the processor may also count other types of instructions resulting in higher than expected values.  	  Performance Monitoring counter SIMD_INST_RETIRED may report count higher than expected.  	 None identified. 	  30  For the steppings affected, see the Summary Tables of Changes.  
  FP Data Operand Pointer May Be Incorrectly Calculated After an FP Access Which Wraps a 4-Gbyte Boundary in Code That Uses 32-Bit Address Size in 64-bit Mode  	  The FP (Floating Point) Data Operand Pointer is the effective address of the operand associated with the last non-control FP instruction executed by the processor. If an 80bit FP access (load or store) uses a 32-bit address size in 64-bit mode and the memory access wraps a 4-Gbyte boundary and the FP environment is subsequently saved, the value contained in the FP Data Operand Pointer may be incorrect.  	  Due to this erratum, the FP Data Operand Pointer may be incorrect. Wrapping an 80-bit FP load around a 4-Gbyte boundary in this way is not a normal programming practice. Intel has not observed this erratum with any commercially available software.  	 If the FP Data Operand Pointer is used in a 64-bit operating system which may run code accessing 32-bit addresses, care must be taken to ensure that no 80-bit FP accesses are wrapped around a 4-Gbyte boundary. 	  For the steppings affected, see the Summary Tables of Changes. 
  FP Data Operand Pointer May Be Incorrectly Calculated After an FP Access Which Wraps a 64-Kbyte Boundary in 16-Bit Code  	  The FP (Floating Point) Data Operand Pointer is the effective address of the operand associated with the last non-control FP instruction executed by the processor. If an 80bit FP access (load or store) occurs in a 16-bit mode other than protected mode (in which case the access will produce a segment limit violation), the memory access wraps a 64-Kbyte boundary, and the FP environment is subsequently saved, the value contained in the FP Data Operand Pointer may be incorrect.  	  Due to this erratum, the FP Data Operand Pointer may be incorrect. Wrapping an 80-bit FP load around a segment boundary in this way is not a normal programming practice. Intel has not observed this erratum with any commercially available software.  	 If the FP Data Operand Pointer is used in an operating system which may run 16-bit FP code, care must be taken to ensure that no 80-bit FP accesses are wrapped around a 64-Kbyte boundary. 	  For the steppings affected, see the Summary Tables of Changes. 
  Spurious Interrupts May be Generated From the Intel® VT-d Remap Engine  	  If software clears the F (Fault) bit 127 of the Fault Recording Register (FRCD_REG at offset 0x208 in Remap Engine BAR) by writing 1b through RW1C command (Read Write 1 to Clear) when the F bit is already clear then a spurious interrupt from Intel® VT-d (Intel® Virtualization Technology for Directed I/O) Remap Engine may be observed.  	  Due to this erratum, spurious interrupts will occur from the Intel VT-d Remap Engine following RW1C clearing F bit.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes.   31 
  Fault Not Reported When Setting Reserved Bits of Intel® VT-d Queued Invalidation Descriptors  	  Reserved bits in the Queued Invalidation descriptors of Intel VT-d (Virtualization Technology for Directed I/O) are expected to be zero, meaning that software must program them as zero while the processor checks if they are not zero. Upon detection of a non-zero bit in a reserved field, an Intel VT-d fault should be recorded. Due to this erratum, the processor does not check reserved bit values for Queued Invalidation descriptors.  	  Due to this erratum, faults will not be reported when writing to reserved bits of Intel VT-d Queued Invalidation Descriptors.  	 None identified 	  For the steppings affected, see the Summary Tables of Changes. 
  VPHMINPOSUW Instruction in Vex Format Does Not Signal #UD When vex.vvvv !=1111b  	  Processor does not signal #UD fault when executing the reserved instruction VPHMINPOSUW with vex.vvvv !=1111b.  	  Executing VPHMINPOSUW with vex.vvvv !=1111b results in the same behavior as executing with vex.vvvv=1111b.  	 Software should not use VPHMINPOSUW with vex.vvvv !=1111b, in order to ensure future compatibility. 	  For the steppings affected, see the Summary Tables of Changes. 
  LBR, BTM or BTS Records May have Incorrect Branch From Information After an EIST/T-state/S-state/C1E Transition or Adaptive Thermal Throttling  	  The “From” address associated with the LBR (Last Branch Record), BTM (Branch Trace Message) or BTS (Branch Trace Store) may be incorrect for the first branch after a transition of: • EIST (Enhanced Intel® SpeedStep Technology). • T-state (Thermal Monitor states). • S1-state (ACPI package sleep state). • C1E (Enhanced C1 Low Power state). • Adaptive Thermal Throttling.  	  When the LBRs, BTM or BTS are enabled, some records may have incorrect branch “From” addresses for the first branch after a transition of EIST, T-states, S-states, C1E, or Adaptive Thermal Throttling.  	 None identified. 	  32  For the steppings affected, see the Summary Tables of Changes.  
  VMREAD/VMWRITE Instruction May Not Fail When Accessing an Unsupported Field in VMCS  	  The Intel® 64 and IA-32 Architectures Software Developer's Manual, Volume 2B states that execution of VMREAD or VMWRITE should fail if the value of the instruction's register source operand corresponds to an unsupported field in the VMCS (Virtual Machine Control Structure). The correct operation is that the logical processor will set the ZF (Zero Flag), write 0CH into the VM-instruction error field and for VMREAD leave the instruction's destination operand unmodified. Due to this erratum, the instruction may instead clear the ZF, leave the VM-instruction error field unmodified and for VMREAD modify the contents of its destination operand.  	  Accessing an unsupported field in VMCS will fail to properly report an error. In addition, VMREAD from an unsupported VMCS field may unexpectedly change its destination operand. Intel has not observed this erratum with any commercially available software.  	 Software should avoid accessing unsupported fields in a VMCS. 	  For the steppings affected, see the Summary Tables of Changes. 
  Clock Modulation Duty Cycle Cannot be Programmed to 6.25%  	  When programming field T_STATE_REQ of the IA32_CLOCK_MODULATION MSR (19AH) bits [3:0] to '0001, the actual clock modulation duty cycle will be 12.5% instead of the expected 6.25% ratio.  	  Due to this erratum, it is not possible to program the clock modulation to a 6.25% duty cycle.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Execution of VAESIMC or VAESKEYGENASSIST With An Illegal Value for VEX.vvvv May Produce a #NM Exception  	  The VAESIMC and VAESKEYGENASSIST instructions should produce a #UD (InvalidOpcode) exception if the value of the vvvv field in the VEX prefix is not 1111b. Due to this erratum, if CR0.TS is “1”, the processor may instead produce a #NM (Device-NotAvailable) exception.  	  Due to this erratum, some undefined instruction encodings may produce a #NM instead of a #UD exception.  	 Software should always set the vvvv field of the VEX prefix to 1111b for instances of the VAESIMC and VAESKEYGENASSIST instructions. 	  For the steppings affected, see the Summary Tables of Changes.   33 
  Memory Aliasing of Code Pages May Cause Unpredictable System Behavior  	  The type of memory aliasing contributing to this erratum is the case where two different logical processors have the same code page mapped with two different memory types. Specifically, if one code page is mapped by one logical processor as write-back and by another as uncachable and certain instruction fetch timing conditions occur, the system may experience unpredictable behavior.  	  If this erratum occurs, the system may have unpredictable behavior, including a system hang. The aliasing of memory regions, a condition necessary for this erratum to occur, is documented as being unsupported in the Intel 64 and IA-32 Intel® Architecture Software Developer's Manual, Volume 3A, in the section titled Programming the PAT. Intel has not observed this erratum with any commercially available software or system.  	 Code pages should not be mapped with uncacheable and cacheable memory types at the same time. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCI Express* Graphics Receiver Error Reported When Receiver With L0s Enabled and Link Retrain Performed  	  If the Processor PCI Express* root port is the receiver with L0s enabled and the root port itself initiates a transition to the recovery state via the retrain link configuration bit in the 'Link Control' register (Bus 0; Device 1; Functions 0, 1, 2 and Device 6; Function 0; Offset B0H; bit 5), then the root port may not mask the receiver or bad DLLP (Data Link Layer Packet) errors as expected. These correctable errors should only be considered valid during PCIe configuration and L0 but not L0s. This causes the processor to falsely report correctable errors in the 'Device Status' register (Bus 0; Device 1; Functions 0, 1, 2 and Device 6; Function 0; Offset AAH; bit 0) upon receiving the first FTS (Fast Training Sequence) when exiting Receiver L0s. Under normal conditions there is no reason for the Root Port to initiate a transition to Recovery. Note: This issue is only exposed when a recovery event is initiated by the processor.  	  The processor does not comply with the PCI Express 2.0 Specification. This does not impact functional compatibility or interoperability with other PCIe devices.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Unexpected #UD on VZEROALL/VZEROUPPER  	  Execution of the VZEROALL or VZEROUPPER instructions in 64-bit mode with VEX.W set to 1 may erroneously cause a #UD (invalid-opcode exception).  	  The affected instructions may produce unexpected invalid-opcode exceptions in 64-bit mode.  	 Compilers should encode VEX.W = 0 for executions of the VZEROALL and VZEROUPPER instructions in 64-bit mode to ensure future compatibility. 	  34  For the steppings affected, see the Summary Tables of Changes.  
  Perfmon Event LD_BLOCKS.STORE_FORWARD May Overcount  	  Perfmon LD_BLOCKS.STORE_FORWARD (event 3H, umask 01H) may overcount in the cases of 4KB address aliasing and in some cases of blocked 32-byte AVX load operations. 4KB address aliasing happens when unrelated load and store that have different physical addresses appear to overlap due to partial address check done on the lower 12 bits of the address. In some cases, such memory aliasing can cause load execution to be significantly delayed. Blocked AVX load operations refer to 32-byte AVX loads that are blocked due to address conflict with an older store.  	  The perfmon event LD_BLOCKS.STORE_FORWARD may overcount for these cases.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Conflict Between Processor Graphics Internal Message Cycles And Graphics Reads From Certain Physical Memory Ranges May Cause a System Hang  	  Processor Graphics internal message cycles occurring concurrently with a physical memory read by graphics from certain memory ranges may cause memory reads to be stalled resulting in a system hang. The following physical page (4K) addresses cannot be assigned to Processor Graphics: 00_2005_0xxx, 00_2013_0xxx, 00_2013_8xxx and 00_4000_4xxx.  	  Due to this erratum, accesses by the graphics engine to the defined memory ranges may cause memory reads to be stalled, resulting in a system hang.  	 A BIOS code change has been identified and may be implemented as a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  Execution of Opcode 9BH with the VEX Opcode Extension May Produce a #NM Exception  	  Attempt to use opcode 9BH with a VEX opcode extension should produce a #UD (Invalid-Opcode) exception. Due to this erratum, if CR0.MP and CR0.TS are both 1, the processor may produce a #NM (Device-Not-Available) exception if one of the following conditions exists: •66H, F2H, F3H or REX as a preceding prefix. •An illegal map specified in the VEX.mmmmm field.  	  Due to this erratum, some undefined instruction encodings may produce a #NM instead of a #UD exception.  	 Software should not use opcode 9BH with the VEX opcode extension. 	  For the steppings affected, see the Summary Tables of Changes.   35 
  Executing The GETSEC Instruction While Throttling May Result in a Processor Hang  	  If the processor throttles, due to either high temperature thermal conditions or due to an explicit operating system throttling request (TT1), while executing GETSEC[SENTER] or GETSEC[SEXIT] instructions, then under certain circumstances, the processor may hang. Intel has not been observed this erratum with any commercially available software.  	  Possible hang during execution of GETSEC instruction.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  A Write to the IA32_FIXED_CTR1 MSR May Result in Incorrect Value in Certain Conditions  	  Under specific internal conditions, if software tries to write the IA32_FIXED_CTR1 MSR (30AH) a value that has all bits [31:1] set while the counter was just about to overflow when the write is attempted (i.e. its value was 0xFFFF FFFF FFFF), then due to this erratum the new value in the MSR may be corrupted.  	  Due to this erratum, IA32_FIXED_CTR1 MSR may be written with a corrupted value.  	 Software may avoid this erratum by writing zeros to the IA32_FIXED_CTR1 MSR, before the desired write operation. 	  For the steppings affected, see the Summary Tables of Changes. 
  Instruction Fetch May Cause Machine Check if Page Size and Memory Type Was Changed Without Invalidation  	  This erratum may cause a machine-check error (IA32_MCi_STATUS.MCACOD=0150H) on the fetch of an instruction that crosses a 4-KByte address boundary. It applies only if (1) the 4-KByte linear region on which the instruction begins is originally translated using a 4-KByte page with the WB memory type; (2) the paging structures are later modified so that linear region is translated using a large page (2-MByte, 4-MByte, or 1GByte) with the UC memory type; and (3) the instruction fetch occurs after the pagingstructure modification but before software invalidates any TLB entries for the linear region.  	  Due to this erratum, an unexpected machine check with error code 0150H may occur, possibly resulting in a shutdown. Intel has not observed this erratum with any commercially available software.  	 Software should not write to a paging-structure entry in a way that would change, for any linear address, both the page size and the memory type. It can instead use the following algorithm: first clear the P flag in the relevant paging-structure entry (e.g., PDE); then invalidate any translations for the affected linear addresses; and then modify the relevant paging-structure entry to set the P flag and establish the new page size and memory type. 	  36  For the steppings affected, see the Summary Tables of Changes.  
  Reception of Certain Malformed Transactions May Cause PCIe* Port to Hang Rather Than Reporting an Error  	  If the processor receives an upstream malformed non posted packet for which the type field is IO, Configuration or the deprecated TCfgRd and the format is 4 DW header, then due to this erratum the integrated PCIe controller may hang instead of reporting the malformed packet error or issuing an unsupported request completion transaction.  	  Due to this erratum, the processor may hang without reporting errors when receiving a malformed PCIe transaction. Intel has not observed this erratum with any commercially available device.  	 None identified. Upstream transaction initiators should avoid issuing unsupported requests with 4 DW header formats. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCIe* LTR Incorrectly Reported as Being Supported  	  LTR (Latency Tolerance Reporting) is a new optional feature specified in PCIe rev. 2.1. The processor reports LTR as supported in LTRS bit in DCAP2 register (bus 0; Device 1; Function 0; offset 0xc4), but this feature is not supported.  	  Due to this erratum, LTR is always reported as supported by the LTRS bit in the DCAP2 register.  	 None the identified. 	  For steppings affected, see the Summary Tables of Changes. 
  Performance-Counter Overflow Indication May Cause Undesired Behavior  	  Under certain conditions (listed below) when a performance counter overflows, its overflow indication may remain set indefinitely. This erratum affects the generalpurpose performance counters IA32_PMC{0-7} and the fixed-function performance counters IA32_FIXED_CTR{0-2}. The erratum may occur if any of the following conditions are applied concurrent to when an actual counter overflow condition is reached: 1. Software disables the counter either globally through the IA32_PERF_GLOBAL_CTRL MSR (38FH), or locally through the IA32_PERFEVTSEL{0-7} MSRs (186H-18DH), or the IA32_FIXED_CTR_CTRL MSR (38DH). 2. Software sets the IA32_DEBUGCTL MSR (1D9H) FREEZE_PERFMON_ON_PMI bit [12]. 3. The processor attempts to disable the counters by updating the state of the IA32_PERF_GLOBAL_CTRL MSR (38FH) as part of transitions such as VM exit, VM entry, SMI, RSM, or processor C-state.  	  Due to this erratum, the corresponding overflow status bit in IA32_PERF_GLOBAL_STATUS MSR (38DH) for an affected counter may not get cleared when expected. If a corresponding counter is configured to issue a PMI (performance monitor interrupt), multiple PMIs may be signaled from the same overflow condition. Likewise, if a corresponding counter is configured in PEBS mode (applies to only the general purpose counters), multiple PEBS events may be signaled.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes.   37 
  XSAVE Executed During Paging-Structure Modification May Cause Unexpected Processor Behavior  	  Execution of XSAVE may result in unexpected behavior if the XSAVE instruction writes to a page while another logical processor clears the dirty flag or the accessed flag in any paging-structure entry that maps that page.  	  This erratum may cause unpredictable system behavior. Intel has not observed this erratum with any commercially available software.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  C-state Exit Latencies May be Higher Than Expected  	  Core C-state exit can be delayed if a P-state transition is requested before the pending C-state exit request is completed. Under certain internal conditions the core C-state exit latencies may be over twice the value specified in the Intel® 64 and IA-32 Architectures Optimization Reference Manual.  	  While typical exit latencies are not impacted, the worst case core C-state exit latency may be over twice the value specified in the Intel® 64 and IA-32 Architectures Optimization Reference Manual and may lead to a delay in servicing interrupts. Intel has not observed any system failures due to this erratum.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  Intel® VT-d Interrupt Remapping Will Not Report a Fault if Interrupt Index Exceeds FFFFH  	  With Intel VT-d (Virtualization Technology for Directed I/O) interrupt remapping, if subhandle valid (bit 3) is set in the address of an interrupt request, the interrupt index is computed as the sum of the interrupt request’s handle and subhandle. If the sum is greater than FFFFH (the maximum possible interrupt-remapping table size), a remapping fault with fault reason 21H should be reported. Due to this erratum, this condition is not reported as a fault. Instead, the low 16 bits of the sum are erroneously used as an interrupt index to access the interrupt-remapping table.  	  If the interrupt index of an interrupt request exceeds FFFFH, a remapping fault with fault reason 21H is not reported and, instead, the request uses the IRTE (interruptremapping table entry) indexed by the low 16 bits of the interrupt index.  	 Software can use requestor-id verification to block the interrupts that would be delivered due to this erratum. Interrupts blocked in this way produce a remapping fault with fault reason 26H. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCIe* Link Speed May Not Change From 5.0 GT/s to 2.5 GT/s  	  If a PCI Express device changes its supported PCIe link speed from 5.0 GT/s to 2.5 GT/ s without initiating a speed change request and subsequently the L1 power management mode is entered, further retrains initiated by software will not change speed to 2.5 GT/s.  	  Intel has not observed any PCI Express device that changes supported link speed without actually initiating a speed change.  	 None identified. 	  38  For the steppings affected, see the Summary Tables of Changes.  
  L1 Data Cache Errors May be Logged With Level Set to 1 Instead of 0  	  When an L1 Data Cache error is logged in IA32_MCi_STATUS[15:0], which is the MCA Error Code Field, with a cache error type of the format 0000 0001 RRRR TTLL, the LL field may be incorrectly encoded as 01 instead of 00.  	  An error in the L1 Data Cache may report the same LL value as the L2 Cache. Software should not assume that an LL value of 01 is the L2 Cache.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  An Unexpected Page Fault or EPT Violation May Occur After Another Logical Processor Creates a Valid Translation for a Page  	  An unexpected page fault (#PF) or EPT violation may occur for a page under the following conditions: •The paging structures initially specify no valid translation for the page. •Software on one logical processor modifies the paging structures so that there is a valid translation for the page (e.g., by setting to 1 the present bit in one of the pagingstructure entries used to translate the page). •Software on another logical processor observes this modification (e.g., by accessing a linear address on the page or by reading the modified paging-structure entry and seeing value 1 for the present bit). •Shortly thereafter, software on that other logical processor performs a store to a linear address on the page. In this case, the store may cause a page fault or EPT violation that indicates that there is no translation for the page (e.g., with bit 0 clear in the page-fault error code, indicating that the fault was caused by a not-present page). Intel has not observed this erratum with any commercially available software.  	  An unexpected page fault may be reported. There are no other side effects due to this erratum.  	 System software can be constructed to tolerate these unexpected page faults. See Section “Propagation of Paging-Structure Changes to Multiple Processors” of Volume 3A of IA-32 Intel® Architecture Software Developer’s Manual, for recommendations for software treatment of asynchronous paging-structure updates. 	  For the steppings affected, see the Summary Tables of Changes.   39 
  TSC Deadline Not Armed While in APIC Legacy Mode  	  Under specific timing conditions, when in Legacy APIC Mode, writing to IA32_TSC_DEADLINE MSR (6E0H) may fail to arm the TSC Deadline (Time Stamp Counter Deadline) event as expected. Exposure to this erratum is dependent on the proximity of TSC_Deadline MSR Write to a Timer CCR register read or to a write to the Timer LVT that enabled the TSC Deadline mode (writing 10 to bits [18:17] of Timer LVT).  	  Due to this erratum the expected timer event will either not be generated or will be generated at a wrong time. The TSC Deadline may fail until an LVT write to transition from “TSC Deadline mode” back to “Timer mode” occurs or until the next reset.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCIe* Upstream TCfgWr May Cause Unpredictable System Behavior  	  TCfgWr (Trusted Configuration Writes) is a PCIe Base spec deprecated transaction type which should be treated as a malformed packet. If a PCIe upstream TCfgWr request is received, then due to this erratum the request may not be managed as a Malformed Packet.  	  Upstream memory writes subsequent to a TCfgWr transaction may cause unpredictable system behavior. Intel has not observed any PCIe Device that sends such a TCfgWr request.  	 PCIe end points should not initiate upstream TCfgWr requests. 	  For the steppings affected, see the Summary Tables of Changes. 
  Processor May Fail to Acknowledge a TLP Request  	  When a PCIe root port’s receiver is in Receiver L0s power state and the port initiates a Recovery event, it will issue Training Sets to the link partner. The link partner will respond by initiating an L0s exit sequence. Prior to transmitting its own Training Sets, the link partner may transmit a TLP (Transaction Layer Packet). Due to this erratum, the root port may not acknowledge the TLP request.  	  After completing the Recovery event, the PCIe link partner will replay the TLP request. The link partner may set a Correctable Error status bit, which has no functional effect.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Executing The GETSEC Instruction While Throttling May Result in a Processor Hang  	  If the processor throttles, due to either high temperature thermal conditions or due to an explicit operating system throttling request (TT1), while executing GETSEC[SENTER] or GETSEC[SEXIT] instructions, then under certain circumstances, the processor may hang.  	  Possible hang during execution of GETSEC instruction. Intel has not been observed this erratum with any commercially available software.  	 None Identified. 	  40  For the steppings affected, see the Summary Tables of Changes.  
  PerfMon Event LOAD_HIT_PRE.SW_PREFETCH May Overcount  	  PerfMon event LOAD_HIT_PRE.SW_PREFETCH (event 4CH, umask 01H) should count load instructions hitting an ongoing software cache fill request initiated by a preceding software prefetch instruction. Due to this erratum, this event may also count when there is a preceding ongoing cache fill request initiated by a locking instruction.  	  PerfMon event LOAD_HIT_PRE.SW_PREFETCH may overcount.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  Execution of FXSAVE or FXRSTOR With the VEX Prefix May Produce a #NM Exception  	  Attempt to use FXSAVE or FXRSTOR with a VEX prefix should produce a #UD (InvalidOpcode) exception. If either the TS or EM flag bits in CR0 are set, a #NM (device-notavailable) exception will be raised instead of #UD exception.  	  Due to this erratum a #NM exception may be signaled instead of a #UD exception on an FXSAVE or an FXRSTOR with a VEX prefix.  	 Software should not use FXSAVE or FXRSTOR with the VEX prefix. 	  For the steppings affected, see the Summary Tables of Changes. 
  Unexpected #UD on VPEXTRD/VPINSRD  	  Execution of the VPEXTRD or VPINSRD instructions outside of 64-bit mode with VEX.W set to 1 may erroneously cause a #UD (invalid-opcode exception).  	  The affected instructions may produce unexpected invalid-opcode exceptions outside 64-bit mode.  	 Software should encode VEX.W = 0 for executions of the VPEXTRD and VPINSRD instructions outside 64-bit mode. 	  For the steppings affected, see the Summary Tables of Changes. 
  Erratum Removed 	NA	NA	NA	NA
  Successive Fixed Counter Overflows May be Discarded  	  Under specific internal conditions, when using Freeze PerfMon on PMI feature (bit 12 in IA32_DEBUGCTL.Freeze_PerfMon_on_PMI, MSR 1D9H), if two or more PerfMon Fixed Counters overflow very closely to each other, the overflow may be mishandled for some of them. This means that the counter’s overflow status bit (in MSR_PERF_GLOBAL_STATUS, MSR 38EH) may not be updated properly; additionally, PMI interrupt may be missed if software programs a counter in Sampling-Mode (PMI bit is set on counter configuration).  	  Successive Fixed Counter overflows may be discarded when Freeze PerfMon on PMI is used.  	 Software can avoid this by: •Avoid using Freeze PerfMon on PMI bit. •Enable only one fixed counter at a time when using Freeze PerfMon on PMI. 	  For the steppings affected, see the Summary Tables of Changes.   41 
  #GP May be Signaled When Invalid VEX Prefix Precedes Conditional Branch Instructions  	  When a 2-byte opcode of a conditional branch (opcodes 0F8xH, for any value of x) instruction resides in 16-bit code-segment and is associated with invalid VEX prefix, it may sometimes signal a #GP fault (illegal instruction length > 15-bytes) instead of a #UD (illegal opcode) fault.  	  Due to this erratum, #GP fault instead of a #UD may be signaled on an illegal instruction.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  A Read from The APIC-Timer CCR May Disarm The TSC_Deadline Counter  	  When in TSC Deadline mode with TSC_Deadline timer armed (IA32_TSC_DEADLINE<>0, MSR 6E0H), a read from the local APIC’s CCR (current count register) using RDMSR 0839H may disarm the TSC Deadline timer without generating an interrupt as specified in the APIC Timer LVT (Local Vector Table) entry.  	  Due to this erratum, unexpected disarming of the TSC_Deadline counter and possible loss of an interrupt may occur.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
